Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Bryant Johnson,ARI,WR,23,16,11,0,0,0,0,0,2,-6,-3.00,0,102,49,537,10.96,1,1,,1,,,59,108.1,111.1,83.6,,68,
Quincy Morgan,2TM,WR,27,15,12,0,0,0,0,0,2,23,11.50,0,68,31,404,13.03,3,1,1,3,,,59,89.7,93.7,74.2,,69,
Corey Bradford,HOU,WR,29,15,10,0,0,0,0,0,0,0,,0,54,27,399,14.78,3,0,,3,,,58,84.9,87.9,71.4,,70,
Maurice Hicks,SFO,RB,26,9,2,0,0,0,0,0,96,362,3.77,2,25,16,154,9.63,0,3,3,2,,,58,73.6,82.6,65.6,,56,
Aaron Stecker,NOR,RB,29,16,3,0,0,0,0,0,58,244,4.21,2,38,29,174,6.00,0,1,1,3,,,58,86.8,93.8,72.3,,55,
Shawn Bryson,DET,RB,28,16,1,0,0,0,0,0,50,264,5.28,0,57,44,322,7.32,0,1,1,0,,,57,100.6,107.6,78.6,,57,
Kevin Curtis,STL,WR,26,15,0,0,0,0,0,0,3,24,8.00,0,50,32,421,13.16,2,1,1,2,1,,57,88.5,92.5,72.5,,71,
Jay Fiedler,MIA,QB,33,8,7,101,190,1186,7,8,12,59,4.92,0,0,0,0,,0,9,4,0,,,57,57.3,72.3,65.3,,34,
Troy Edwards,JAX,WR,27,16,4,0,0,0,0,0,2,2,1.00,0,80,50,533,10.66,1,3,2,1,,,56,105.5,110.5,80.5,,73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelley Washington,CIN,WR,25,16,2,0,0,0,0,0,1,-1,-1.00,0,50,31,378,12.19,3,0,,3,,,56,86.7,89.7,71.2,,72,
Ken Dilger,TAM,TE,33,16,14,0,0,0,0,0,0,0,,0,55,39,345,8.85,3,0,,3,1,,55,93.5,96.5,74.0,,19,
Freddie Jones,ARI,TE,30,16,15,0,0,0,0,0,0,0,,0,74,45,426,9.47,2,0,,2,,,55,99.6,102.6,77.1,,18,
Clarence Moore,BAL,WR,22,15,6,0,0,0,0,0,0,0,,0,58,24,293,12.21,4,0,,4,1,,55,79.3,82.3,67.3,,74,
Jerramy Stevens,SEA,TE,25,16,5,0,0,0,0,0,0,0,,0,47,31,349,11.26,3,0,,3,1,,55,85.9,88.9,70.4,,17,
Richie Anderson,DAL,FB,33,12,4,1,1,26,1,0,57,246,4.32,1,41,26,207,7.96,0,1,1,1,,,54,80.3,87.3,67.3,,58,
Ladell Betts,WAS,RB,25,16,1,0,0,0,0,0,90,371,4.12,1,25,15,108,7.20,0,0,,1,,,54,68.9,74.9,61.4,,59,
Reche Caldwell,SDG,WR,25,6,6,0,0,0,0,0,4,45,11.25,0,29,18,310,17.22,3,1,,3,,,54,71.5,74.5,62.5,,76,
Bobby Wade,CHI,WR,23,16,14,0,0,0,0,0,12,76,6.33,0,89,42,481,11.45,0,2,1,0,,,54,95.7,99.7,74.7,,75,
Obafemi Ayanbadejo,ARI,FB,29,16,5,0,0,0,0,0,30,122,4.07,3,25,19,171,9.00,1,1,,4,,,53,72.3,78.3,62.8,,61,
Andre' Davis,CLE,WR,25,7,7,0,0,0,0,0,1,-3,-3.00,0,35,16,416,26.00,2,0,,2,,,53,69.3,72.3,61.3,,77,
Verron Haynes,PIT,RB,25,13,0,0,0,0,0,0,55,272,4.95,0,23,18,142,7.89,2,0,,2,,,53,71.4,77.4,62.4,,60,
Brad Hoover,CAR,FB,28,14,9,0,0,0,0,0,68,246,3.62,0,32,21,161,7.67,2,0,,2,,,53,73.7,79.7,63.2,,62,
Terry Glenn,DAL,WR,30,6,6,0,1,0,0,0,1,-3,-3.00,0,38,24,400,16.67,2,0,,2,,,52,75.7,78.7,63.7,,78,
Mike Alstott,TAM,FB,31,14,11,0,0,0,0,0,67,230,3.43,2,41,29,202,6.97,0,2,2,2,,,51,80.2,88.2,65.7,,63,
Najeh Davenport,GNB,RB,25,11,1,0,0,0,0,0,71,359,5.06,2,4,4,33,8.25,0,1,,2,,,51,55.2,58.2,53.2,,64,
Ricky Proehl,CAR,WR,36,16,3,0,1,0,0,0,1,9,9.00,0,70,34,497,14.62,0,0,,0,,,51,84.6,87.6,67.6,,79,
Mark Campbell,BUF,TE,29,12,12,0,0,0,0,0,0,0,,0,30,17,203,11.94,5,1,,5,,,50,67.3,70.3,58.8,,20,
Ken Dorsey,SFO,QB,23,8,7,123,226,1231,6,9,5,7,1.40,0,0,0,0,,0,5,3,0,,,50,49.9,64.9,58.9,,35,
Quentin Griffin,DEN,RB,23,6,4,0,0,0,0,0,85,311,3.66,2,14,10,68,6.80,1,3,3,3,,,50,59.9,65.9,54.9,,65,
Kris Mangum,CAR,TE,31,15,10,0,0,0,0,0,0,0,,0,58,34,323,9.50,3,0,,3,,,50,84.3,87.3,67.3,,21,
Freddie Mitchell,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,45,22,377,17.14,2,0,,2,,,50,71.7,74.7,60.7,,81,
Dez White,ATL,WR,25,16,15,0,0,0,0,0,3,14,4.67,0,56,30,370,12.33,2,0,,2,,,50,80.4,83.4,65.4,,80,
Eli Manning,NYG,QB,23,9,7,95,197,1043,6,9,6,35,5.83,0,0,0,0,,0,3,1,0,,,49,49.2,62.2,58.2,,36,
Aaron Shea,CLE,TE,28,15,8,0,0,0,0,0,0,0,,0,48,26,252,9.69,4,0,,4,,,49,75.2,78.2,62.2,,22,
Derick Armstrong,HOU,WR,25,14,1,0,0,0,0,0,0,0,,0,39,29,415,14.31,1,0,,1,,,48,76.5,79.5,62.0,,83,
Todd Heap,BAL,TE,24,6,5,0,0,0,0,0,0,0,,0,44,27,303,11.22,3,0,,3,,,48,75.3,78.3,61.8,,23,
Darius Watts,DEN,WR,23,16,2,0,0,0,0,0,5,33,6.60,0,53,31,385,12.42,1,1,,1,,,48,78.8,81.8,63.3,,82,
Kelly Holcomb,CLE,QB,31,4,2,59,87,737,7,5,3,-2,-0.67,0,0,0,0,,0,1,,0,,,47,47.3,55.3,52.3,,37,
Wayne Chrebet,NYJ,WR,31,16,1,0,0,0,0,0,0,0,,0,54,31,397,12.81,1,0,,1,,,46,76.7,79.7,61.2,,84,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keenan McCardell,SDG,WR,34,7,6,0,1,0,0,0,1,3,3.00,0,58,31,393,12.68,1,0,,1,,,46,76.6,79.6,61.1,,85,
Boo Williams,NOR,TE,25,16,7,0,0,0,0,0,0,0,,0,75,33,362,10.97,2,2,1,2,,,46,79.2,83.2,62.7,,24,
Robert Ferguson,GNB,WR,25,13,5,0,0,0,0,0,0,0,,0,49,24,367,15.29,1,1,,1,1,,45,68.7,71.7,56.7,,88,
DeShaun Foster,CAR,RB,24,4,3,0,0,0,0,0,59,255,4.32,2,10,9,76,8.44,0,0,,2,,,45,54.1,57.1,49.6,,66,
Ike Hilliard,NYG,WR,28,16,15,0,0,0,0,0,3,34,11.33,0,81,49,437,8.92,0,3,1,0,,,45,94.1,98.1,69.6,,87,
Joe Jurevicius,TAM,WR,30,10,3,0,0,0,0,0,0,0,,0,37,27,333,12.33,2,0,,2,,,45,72.3,75.3,58.8,,86,
Chad Lewis,PHI,TE,33,15,9,0,0,0,0,0,0,0,,0,46,29,267,9.21,3,0,,3,,,45,73.7,76.7,59.2,,25,
Stephen Alexander,DET,TE,29,16,15,0,0,0,0,0,0,0,,0,76,41,377,9.20,1,0,,1,,,44,84.7,87.7,64.2,,26,
Zack Crockett,OAK,FB,32,16,9,0,0,0,0,0,48,232,4.83,2,20,16,87,5.44,0,0,,2,,,44,59.9,62.9,51.9,,67,
Randy Hymes,BAL,WR,25,14,7,0,1,0,0,0,0,0,,0,48,26,323,12.42,2,0,,2,,,44,70.3,73.3,57.3,,89,
Doug Jolley,OAK,TE,25,16,13,0,0,0,0,0,0,0,,0,48,27,313,11.59,2,0,,2,,,43,70.3,73.3,56.8,,27,
Kassim Osgood,SDG,WR,24,16,7,0,0,0,0,0,0,0,,0,33,15,308,20.53,2,0,,2,,,43,57.8,60.8,50.3,,90,
Troy Hambrick,ARI,RB,28,10,0,0,0,0,0,0,63,283,4.49,1,5,4,16,4.00,1,0,,2,,,42,45.9,48.9,43.9,,68,
William Henderson*+,GNB,FB,33,16,8,0,0,0,0,0,0,0,,0,40,34,239,7.03,3,0,,3,,,42,75.9,78.9,58.9,,69,
Matt Schobel,CIN,TE,26,16,1,0,0,0,0,0,0,0,,0,33,21,201,9.57,4,1,1,4,,,42,63.1,67.1,52.6,,28,
Kelly Campbell,MIN,WR,24,16,3,0,0,0,0,0,3,4,1.33,0,32,19,364,19.16,1,1,1,1,,,41,59.8,63.8,50.3,,93,
Kevin Johnson,BAL,WR,28,16,5,0,0,0,0,0,1,0,0.00,0,61,35,373,10.66,1,1,1,1,,,41,76.3,80.3,58.8,,91,
Jerald Sowell,NYJ,FB,30,16,16,0,0,0,0,0,2,28,14.00,0,59,45,342,7.60,1,1,1,1,,,41,86.0,90.0,63.5,,70,
Ernest Wilford,JAX,WR,25,15,3,0,0,0,0,0,0,0,,0,35,19,271,14.26,2,0,,2,1,,41,60.1,63.1,50.6,,92,
Chris Baker,NYJ,TE,25,16,0,0,0,0,0,0,0,0,,0,29,18,182,10.11,4,1,1,4,,,40,58.2,62.2,49.2,,29,
Chad Hutchinson,CHI,QB,27,5,5,92,161,903,4,3,6,14,2.33,0,0,0,0,,0,8,4,0,,,40,39.5,49.5,42.5,,38,
Travis Taylor,BAL,WR,26,10,9,0,0,0,0,0,0,0,,0,80,34,421,12.38,0,1,1,0,,,40,74.1,78.1,57.1,,94,
Dante Hall,KAN,WR,26,16,6,0,0,0,0,0,8,56,7.00,0,38,25,230,9.20,0,1,1,2,,,39,63.6,67.6,51.1,,95,
Jon Kitna,CIN,QB,32,4,3,61,104,623,5,4,10,42,4.20,0,0,0,0,,0,2,1,0,,,39,39.1,47.1,43.1,,39,
Ben Troupe,TEN,TE,22,14,7,0,0,0,0,0,0,0,,0,54,33,329,9.97,1,2,,1,,,39,71.9,74.9,55.4,,30,
Dominic Rhodes,IND,RB,25,16,0,0,0,0,0,0,53,254,4.79,1,4,2,24,12.00,0,2,1,2,,,38,39.8,43.8,38.8,,71,
Bernard Berrian,CHI,WR,24,16,1,0,0,0,0,0,8,28,3.50,0,44,15,225,15.00,2,0,,2,,,37,52.3,55.3,44.8,,96,
Travis Henry,BUF,RB,26,10,5,0,0,0,0,0,94,326,3.47,0,14,10,45,4.50,0,0,,0,,,37,47.1,50.1,42.1,,73,
Erron Kinney,TEN,TE,27,9,9,0,0,0,0,0,0,0,,0,30,25,193,7.72,3,0,,3,,,37,62.3,65.3,49.8,,31,
Artose Pinner,DET,RB,26,9,2,0,0,0,0,0,57,174,3.05,2,11,11,72,6.55,0,0,,2,,,37,47.6,50.6,42.1,,74,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Watson,CIN,RB,26,16,0,0,0,0,0,0,26,161,6.19,0,35,25,171,6.84,1,2,1,1,,,37,62.2,69.2,49.7,,72,
Alvis Whitted,OAK,WR,30,11,5,0,0,0,0,0,0,0,,0,25,9,227,25.22,2,0,,2,1,,37,45.7,48.7,41.2,,97,
Brian Finneran,ATL,WR,28,12,1,0,0,0,0,0,0,0,,0,33,23,258,11.22,2,1,1,2,,,36,58.8,62.8,47.3,,98,
Greg Jones,JAX,RB,23,16,3,0,0,0,0,0,62,162,2.61,3,10,3,13,4.33,0,1,,3,,,36,38.5,41.5,37.0,,76,
LaBrandon Toefield,JAX,RB,24,14,0,0,0,0,0,0,51,169,3.31,0,34,28,151,5.39,1,1,1,1,,,36,64.0,71.0,50.0,,75,
David Garrard,JAX,QB,26,4,2,38,72,374,2,1,12,76,6.33,1,0,0,0,,0,0,,1,,,35,34.6,38.6,35.6,,41,
Brad Johnson,TAM,QB,36,4,4,65,103,674,3,3,5,23,4.60,0,0,0,0,,0,2,1,0,,1,35,35.3,42.3,38.3,,40,
Reggie Williams,JAX,WR,21,16,15,0,0,0,0,0,0,0,,0,54,27,268,9.93,1,1,1,1,2,,35,61.8,65.8,48.3,,99,
Eddie Berlin,TEN,WR,26,16,1,0,0,0,0,0,0,0,,0,41,20,278,13.90,1,0,,1,,,34,53.8,56.8,43.8,,101,
Patrick Pass,NWE,FB,27,14,4,0,0,0,0,0,39,141,3.62,0,32,28,215,7.68,0,1,1,0,,,34,61.6,68.6,47.6,,77,
Tai Streets,DET,WR,27,13,12,0,0,0,0,0,0,0,,0,56,28,260,9.29,1,0,,1,1,,34,62.0,65.0,48.0,,100,
J.R. Redmond,OAK,RB,27,16,1,0,0,0,0,0,21,119,5.67,0,50,32,233,7.28,0,2,1,0,,,33,65.2,72.2,49.2,,78,
Quincy Carter,NYJ,QB,27,7,3,35,58,498,3,1,12,20,1.67,0,0,0,0,,0,2,,0,,,32,31.9,35.9,32.9,,42,
Antonio Chatman,GNB,WR,25,16,2,0,0,0,0,0,4,36,9.00,0,45,22,246,11.18,1,3,1,1,,,32,54.2,58.2,43.2,,102,
Desmond Clark,CHI,TE,27,15,13,0,0,0,0,0,0,0,,0,49,24,282,11.75,1,1,1,1,,,32,56.2,60.2,44.2,,32,
Christian Fauria,NWE,TE,33,16,10,0,0,0,0,0,0,0,,0,20,16,195,12.19,2,0,,2,,,32,47.5,50.5,39.5,,33,
Troy Fleming,TEN,RB,24,16,0,0,0,0,0,0,7,40,5.71,0,28,19,164,8.63,2,0,,2,,,32,51.4,54.4,41.9,,79,
Rich Gannon,OAK,QB,39,3,3,41,68,524,3,2,5,26,5.20,0,0,0,0,,0,3,1,0,,1,32,31.6,37.6,33.6,,43,
Justin Griffith,ATL,FB,24,12,11,0,0,0,0,0,9,39,4.33,0,31,22,220,10.00,1,0,,1,,,32,53.9,56.9,42.9,,80,
Doug Flutie,SDG,QB,42,2,1,20,38,276,1,0,5,39,7.80,2,0,0,0,,0,0,,2,,,31,30.9,30.9,30.9,,44,
Luke McCown,CLE,QB,23,5,4,48,98,608,4,7,6,25,4.17,0,0,0,0,,0,2,,0,,1,31,30.8,40.8,37.8,,45,
Robert Royal,WAS,TE,25,14,9,0,0,0,0,0,0,0,,0,15,8,70,8.75,4,0,,4,,,31,39.0,39.0,35.0,,34,
Shaud Williams,BUF,RB,24,4,0,0,0,0,0,0,42,167,3.98,2,3,3,19,6.33,0,1,,2,,,31,33.6,36.6,32.1,,81,
Jason Dunn,KAN,TE,31,16,0,0,0,0,0,0,0,0,,0,25,17,120,7.06,3,0,,3,,,30,47.0,50.0,38.5,,35,
Bethel Johnson,NWE,WR,25,13,1,0,0,0,0,0,2,8,4.00,0,21,10,174,17.40,1,2,,2,,,30,40.2,43.2,35.2,,103,
Itula Mili,SEA,TE,31,15,4,0,0,0,0,0,0,0,,0,36,23,240,10.43,1,0,,1,,,30,53.0,56.0,41.5,,36,
Rex Grossman,CHI,QB,24,3,3,47,84,607,1,3,11,48,4.36,1,0,0,0,,0,2,2,1,,,29,29.1,37.1,32.1,,47,
Craig Nall,GNB,QB,25,5,0,23,33,314,4,0,3,7,2.33,0,0,0,0,,0,1,,0,,,29,29.3,32.3,29.3,,46,
Patrick Hape,DEN,TE,30,16,5,0,0,0,0,0,0,0,,0,17,8,35,4.38,4,0,,4,,,28,35.5,35.5,31.5,,38,
Cory Schlesinger,DET,FB,32,13,11,0,0,0,0,0,4,7,1.75,0,16,10,91,9.10,3,0,,3,,,28,37.8,37.8,32.8,,83,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Scobey,ARI,RB,25,12,0,0,0,0,0,0,27,89,3.30,0,21,18,191,10.61,0,1,,0,,,28,46.0,49.0,37.0,,82,
Reggie Swinton,DET,WR,29,13,1,0,0,0,0,0,1,3,3.00,0,31,18,213,11.83,1,1,,1,,,28,45.6,48.6,36.6,,104,
Daniel Wilcox,BAL,TE,27,16,5,0,0,0,0,0,0,0,,0,35,25,219,8.76,1,1,,1,,,28,52.9,55.9,40.4,,37,
Tim Carter,NYG,WR,25,5,0,0,0,0,0,0,2,23,11.50,0,18,12,182,15.17,1,0,,1,,,27,38.5,41.5,32.5,,106,
Mike Cloud,NYG,RB,29,10,0,0,0,0,0,0,21,90,4.29,3,1,1,3,3.00,0,0,,3,,,27,28.3,28.3,27.8,,84,
Bryan Gilmore,MIA,WR,26,16,2,0,0,0,0,0,0,0,,0,34,15,206,13.73,1,1,,1,,,27,41.6,44.6,34.1,,105,
Jerame Tuman,PIT,TE,28,16,16,0,0,0,0,0,0,0,,0,20,9,89,9.89,3,0,,3,,,27,35.9,35.9,31.4,,39,
Dwayne Carswell,DEN,TE,32,15,14,0,0,0,0,0,0,0,,0,36,22,198,9.00,1,0,,1,,,26,47.8,50.8,36.8,,41,
Mike Seidman,CAR,TE,23,16,6,0,0,0,0,0,0,0,,0,13,13,123,9.46,2,0,,2,1,,26,39.3,42.3,32.8,,40,
Ron Dayne,NYG,RB,26,14,2,0,0,0,0,0,52,179,3.44,1,4,1,7,7.00,0,0,,1,,,25,25.6,28.6,25.1,,85,
Eddie Drummond*+,DET,WR,24,11,1,0,0,0,0,0,1,9,9.00,0,0,0,0,,0,0,,4,,,25,24.9,24.9,24.9,,108,
Chris Horn,KAN,WR,27,14,0,0,0,0,0,0,1,12,12.00,0,27,15,178,11.87,1,0,,1,,,25,40.0,43.0,32.5,,107,
Kyle Johnson,DEN,FB,26,14,3,0,0,0,0,0,0,0,,0,13,9,126,14.00,2,0,,2,,,25,33.6,36.6,29.1,,86,
Teyo Johnson,OAK,TE,23,8,1,0,0,0,0,0,0,0,,0,13,9,131,14.56,2,0,,2,,,25,34.1,37.1,29.6,,42,
Courtney Anderson,OAK,TE,24,9,4,0,0,0,0,0,0,0,,0,21,13,175,13.46,1,0,,1,,,24,36.5,39.5,30.0,,44,
Tim Brown,TAM,WR,38,15,4,0,0,0,0,0,0,0,,0,31,24,200,8.33,1,2,1,1,,,24,48.0,52.0,36.0,,109,
Billy Miller,HOU,TE,27,16,8,0,0,0,0,0,0,0,,0,33,17,178,10.47,1,1,,1,,,24,40.8,43.8,32.3,,43,
James Mungro,IND,RB,26,15,0,0,0,0,0,0,5,19,3.80,0,8,7,36,5.14,3,0,,3,,,24,30.5,30.5,27.0,,87,
Justin Fargas,OAK,RB,24,12,0,0,0,0,0,0,35,126,3.60,1,14,11,68,6.18,0,1,1,1,,,23,34.4,38.4,28.9,,88,
Brandon Manumaleuna,STL,TE,24,16,16,0,0,0,0,0,0,0,,0,21,15,174,11.60,1,0,,1,,,23,38.4,41.4,30.9,,45,
Shad Meier,TEN,TE,26,14,6,0,0,0,0,0,0,0,,0,36,25,127,5.08,2,1,1,2,,,23,47.7,51.7,35.2,,46,
Tim Euhus,BUF,TE,24,12,5,0,0,0,0,0,0,0,,0,15,11,98,8.91,2,0,,2,,,22,32.8,32.8,27.3,,47,
Bill Schroeder,TAM,WR,33,7,2,0,0,0,0,0,0,0,,0,11,7,156,22.29,1,2,,1,,,22,28.6,31.6,25.1,,111,
David Tyree,NYG,WR,24,16,1,0,0,0,0,0,0,0,,0,17,10,155,15.50,1,0,,1,,,22,31.5,34.5,26.5,,112,
Rashaun Woods,SFO,WR,24,14,0,0,0,0,0,0,0,0,,0,23,7,160,22.86,1,0,,1,,,22,29.0,32.0,25.5,,110,
Arnaz Battle,SFO,WR,24,14,0,0,0,0,0,0,2,5,2.50,0,15,8,143,17.88,0,2,,1,,,21,28.8,31.8,24.8,,114,
Jonathan Carter,NYJ,WR,25,13,1,0,0,0,0,0,0,0,,0,16,10,173,17.30,1,2,1,1,,,21,31.3,35.3,26.3,,113,
Tim Dwight,SDG,WR,29,12,0,0,0,0,0,0,4,54,13.50,0,5,2,31,15.50,1,0,,2,,,21,22.5,22.5,21.5,,115,
Terry Jones,BAL,TE,25,15,11,0,0,0,0,0,0,0,,0,29,20,152,7.60,1,0,,1,,,21,41.2,44.2,31.2,,48,
Craig Krenzel,CHI,QB,23,6,5,59,127,718,3,6,18,41,2.28,0,0,0,0,,0,8,7,0,1,,21,20.8,36.8,26.8,,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reno Mahe,PHI,RB,24,11,0,0,0,0,0,0,23,91,3.96,0,16,14,123,8.79,0,1,,0,,,21,35.4,38.4,28.4,,89,
Mack Strong,SEA,FB,33,16,13,0,0,0,0,0,36,131,3.64,0,31,21,99,4.71,0,2,1,0,,,21,42.0,46.0,31.5,,90,
Patrick Crayton,DAL,WR,25,8,0,0,1,0,0,1,0,0,,0,15,12,162,13.50,1,0,,1,,,20,32.2,36.2,27.2,,117,
Cortez Hankton,JAX,WR,23,12,0,0,0,0,0,0,0,0,,0,9,9,81,9.00,2,0,,2,,,20,29.1,29.1,24.6,,118,
Terry Jackson,SFO,FB,28,16,0,0,0,0,0,0,26,101,3.88,0,30,21,139,6.62,0,3,2,0,,,20,41.0,49.0,30.5,,92,
Greg Lewis,PHI,WR,24,16,3,0,0,0,0,0,4,16,4.00,0,37,17,183,10.76,0,0,,0,,,20,36.9,39.9,28.4,,119,
Samie Parker,KAN,WR,23,4,0,0,0,0,0,0,0,0,,0,13,9,137,15.22,1,0,,1,,,20,28.7,31.7,24.2,,120,
Willie Parker,PIT,RB,24,8,0,0,0,0,0,0,32,186,5.81,0,7,3,16,5.33,0,0,,0,,,20,23.2,26.2,21.7,,91,
Jay Riemersma,PIT,TE,31,11,2,0,0,0,0,0,0,0,,0,9,7,82,11.71,2,0,,2,,,20,27.2,27.2,23.7,,49,
James Thrash,WAS,WR,29,16,3,0,0,0,0,0,0,0,,0,21,17,203,11.94,0,0,,0,,,20,37.3,40.3,28.8,,116,
Taylor Jacobs,WAS,WR,23,15,4,0,0,0,0,0,1,-6,-6.00,0,27,16,178,11.13,0,0,,0,1,,19,35.2,38.2,27.2,,121,
Charles Lee,TAM,WR,27,7,3,0,0,0,0,0,0,0,,0,22,15,207,13.80,0,1,1,0,,,19,33.7,37.7,26.2,,122,
ReShard Lee,DAL,RB,24,14,0,0,0,0,0,0,27,128,4.74,1,3,1,4,4.00,0,0,,1,,,19,20.2,23.2,19.7,,93,
Bryan Johnson,CHI,FB,26,12,6,0,0,0,0,0,0,0,,0,25,14,55,3.93,2,0,,2,,,18,31.5,31.5,24.5,,95,
Maurice Morris,SEA,RB,25,15,0,0,0,0,0,0,30,126,4.20,0,20,9,53,5.89,0,0,,0,,,18,26.9,29.9,22.4,,94,
Justin Peelle,SDG,TE,25,16,4,0,0,0,0,0,0,0,,0,20,10,84,8.40,2,1,1,2,,,18,28.4,29.4,23.4,,50,
Jonathan Quinn,CHI,QB,29,5,3,51,98,413,1,3,3,35,11.67,0,0,0,0,,0,2,,0,,,18,18.0,24.0,21.0,,49,
Charlie Garner,TAM,RB,32,3,3,0,0,0,0,0,30,111,3.70,0,14,9,62,6.89,0,0,,0,,,17,26.3,29.3,21.8,,97,
Brian Jones,JAX,TE,23,16,0,0,0,0,0,0,0,0,,0,19,6,87,14.50,1,0,,1,1,,17,22.7,22.7,19.7,,51,
Shaun King,ARI,QB,27,3,2,47,84,502,1,4,9,30,3.33,0,0,0,0,,0,4,1,0,,,17,17.1,25.1,21.1,,50,
Michael Lewis,NOR,WR,33,14,1,0,0,0,0,0,0,0,,0,13,8,127,15.88,0,1,1,1,,,17,24.7,28.7,20.7,,123,
Jason McKie,CHI,FB,24,15,2,0,0,0,0,0,1,1,1.00,0,17,13,70,5.38,2,1,1,2,,,17,30.1,31.1,23.6,,98,
Tony Richardson*,KAN,FB,33,16,16,0,0,0,0,0,12,56,4.67,0,26,19,118,6.21,0,0,,0,,,17,36.4,39.4,26.9,,96,
Anthony Becht,NYJ,TE,27,16,16,0,0,0,0,0,0,0,,0,28,13,100,7.69,1,0,,1,,,16,29.0,32.0,22.5,,54,
Kyle Brady,JAX,TE,32,11,8,0,0,0,0,0,0,0,,0,23,14,103,7.36,1,0,,1,,,16,30.3,33.3,23.3,,52,
Ernie Conwell,NOR,TE,32,16,11,0,0,0,0,0,0,0,,0,19,10,102,10.20,1,0,,1,,,16,26.2,29.2,21.2,,53,
Justin Gage,CHI,WR,23,16,2,0,0,0,0,0,0,0,,0,28,12,156,13.00,0,0,,0,,,16,27.6,30.6,21.6,,126,
Garrison Hearst,DEN,RB,33,7,0,0,0,0,0,0,20,81,4.05,1,3,2,20,10.00,0,0,,1,,,16,18.1,18.1,17.1,,99,
Will Heller,TAM,TE,23,10,2,0,0,0,0,0,0,0,,0,16,12,98,8.17,1,1,,1,,,16,27.8,27.8,21.8,,55,
Dane Looker,STL,WR,28,14,0,0,0,0,0,0,0,0,,0,26,13,183,14.08,0,1,1,0,,,16,29.3,33.3,22.8,,124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerheme Urban,SEA,WR,24,7,1,0,0,0,0,0,0,0,,0,9,6,117,19.50,1,1,1,1,,,16,21.7,25.7,18.7,,125,
Todd Yoder,JAX,TE,26,16,8,0,0,0,0,0,0,0,,0,22,14,157,11.21,0,0,,0,,,16,29.7,32.7,22.7,,56,
Sam Aiken,BUF,WR,24,16,0,0,0,0,0,0,0,0,,0,18,11,148,13.45,0,0,,0,,,15,25.8,28.8,20.3,,129,
Darnell Dinkins,BAL,TE,27,10,4,0,0,0,0,0,0,0,,0,15,9,94,10.44,1,0,,1,,,15,24.4,24.4,19.9,,57,
Chris Fuamatu-Ma'afala,JAX,RB,27,7,1,0,0,0,0,0,20,69,3.45,1,6,4,19,4.75,0,0,,1,,,15,18.8,18.8,16.8,,101,
Frisman Jackson,CLE,WR,25,10,0,0,1,0,0,0,1,4,4.00,0,19,13,168,12.92,0,1,1,0,,,15,28.2,32.2,21.7,,127,
Rob Konrad,MIA,FB,28,10,1,0,0,0,0,0,2,18,9.00,0,18,8,69,8.63,1,0,,1,,,15,22.7,22.7,18.7,,102,
Dan Kreider,PIT,FB,27,16,9,0,0,0,0,0,4,18,4.50,0,14,10,75,7.50,1,0,,1,,,15,25.3,25.3,20.3,,100,
Josh Reed,BUF,WR,24,12,1,0,0,0,0,0,2,-1,-0.50,0,36,16,153,9.56,0,0,,0,,,15,31.2,34.2,23.2,,128,
Jim Sorgi,IND,QB,24,4,0,17,29,175,2,0,8,-5,-0.63,0,0,0,0,,0,1,,0,,,15,14.5,14.5,14.5,,51,
Terrance Copper,DAL,WR,22,10,0,0,0,0,0,0,1,-1,-1.00,0,20,7,84,12.00,1,0,,1,,,14,21.3,21.3,17.8,,130,
Joey Goodspeed,STL,FB,26,16,5,0,0,0,0,0,3,6,2.00,1,16,11,71,6.45,0,1,,1,,,14,24.7,24.7,19.2,,105,
Lamar Gordon,MIA,RB,24,3,2,0,0,0,0,0,35,64,1.83,0,19,13,74,5.69,0,1,,0,,,14,26.8,26.8,20.3,,104,
Ryan Krause,SDG,TE,23,2,1,0,0,0,0,0,0,0,,0,6,5,81,16.20,1,0,,1,,,14,19.1,19.1,16.6,,58,
Lee Mays,PIT,WR,26,16,1,0,0,0,0,0,0,0,,0,23,9,137,15.22,0,0,,0,,,14,22.7,25.7,18.2,,134,
B.J. Sams,BAL,RB,24,16,1,0,0,0,0,0,4,19,4.75,1,5,1,2,2.00,0,5,3,3,,,14,15.1,18.1,14.6,,103,
Jamaar Taylor,NYG,WR,23,8,0,0,0,0,0,0,1,-8,-8.00,0,17,6,146,24.33,0,0,,0,,,14,19.8,22.8,16.8,,133,
Peter Warrick,CIN,WR,27,4,1,0,0,0,0,0,2,14,7.00,0,17,11,127,11.55,0,0,,0,,,14,25.1,28.1,19.6,,132,
